
1.0,295.454545454545454478,4.545454545454545522
2.0,290.909090909090908956,9.090909090909091044
3.0,286.363636363636363441,13.636363636363636559
4.0,281.818181818181817922,18.181818181818182078
5.0,277.272727272727272403,22.727272727272727597
6.0,272.727272727272726906,27.272727272727273094
7.0,268.181818181818181396,31.818181818181818604
8.0,263.636363636363635882,36.363636363636364118
9.0,259.090909090909090373,40.909090909090909627
10.0,254.545454545454544859,45.454545454545455141
11.0,249.999999999999999351,50.000000000000000649
12.0,245.454545454545453858,54.545454545454546142
13.0,240.909090909090908352,59.090909090909091648
14.0,236.36363636363636288,63.63636363636363712
15.0,231.818181818181817421,68.181818181818182579
16.0,227.272727272727271916,72.727272727272728084
17.0,222.727272727272726484,77.272727272727273516
18.0,218.181818181818181032,81.818181818181818968
19.0,213.636363636363635539,86.363636363636364461
20.0,209.090909090909090042,90.909090909090909958
21.0,204.545454545454544549,95.454545454545455451
22.0,199.999999999999999109,100.000000000000000891
23.0,195.454545454545453657,104.545454545454546343
24.0,190.90909090909090824,109.09090909090909176
25.0,186.363636363636362751,113.636363636363637249
26.0,181.818181818181817328,118.181818181818182672
27.0,177.272727272727271846,122.727272727272728154
28.0,172.727272727272726397,127.272727272727273603
29.0,168.181818181818180935,131.818181818181819065
30.0,163.636363636363635498,136.363636363636364502
31.0,159.090909090909090053,140.909090909090909947
32.0,154.545454545454544571,145.454545454545455429
33.0,149.999999999999999147,150.000000000000000853
34.0,145.714285714285713591,154.285714285714286409
35.0,141.666666666666666051,158.333333333333333949
36.0,137.837837837837837344,162.162162162162162656
37.0,134.210526315789473207,165.789473684210526793
38.0,130.769230769230768833,169.230769230769231167
39.0,127.499999999999999616,172.500000000000000384
40.0,124.390243902439024016,175.609756097560975984
41.0,121.428571428571428253,178.571428571428571747
42.0,118.604651162790697425,181.395348837209302575
43.0,115.909090909090908858,184.090909090909091142
44.0,113.333333333333333136,186.666666666666666864
45.0,110.869565217391304179,189.130434782608695821
46.0,108.510638297872340335,191.489361702127659665
47.0,106.249999999999999918,193.750000000000000082
48.0,104.081632653061224444,195.918367346938775556
49.0,102.0,198.0
50.0,100.0,200.0
51.0,98.0,202.0
52.0,96.078431372549019702,203.921568627450980298
53.0,94.230769230769230936,205.769230769230769064
54.0,92.452830188679245522,207.547169811320754478
55.0,90.740740740740741024,209.259259259259258976
56.0,89.090909090909091262,210.909090909090908738
57.0,87.50000000000000036,212.49999999999999964
58.0,85.964912280701754742,214.035087719298245258
59.0,84.482758620689655573,215.517241379310344427
60.0,83.050847457627119068,216.949152542372880932
61.0,81.666666666666667139,218.333333333333332861
62.0,80.327868852459016913,219.672131147540983087
63.0,79.032258064516129554,220.967741935483870446
64.0,77.777777777777778293,222.222222222222221707
65.0,76.562500000000000508,223.437499999999999492
66.0,75.384615384615385163,224.615384615384614837
67.0,74.242424242424243003,225.757575757575756997
68.0,73.13432835820895581,226.86567164179104419
69.0,72.058823529411765318,227.941176470588234682
70.0,71.014492753623189067,228.985507246376810933
71.0,70.000000000000000703,229.999999999999999297
72.0,69.014084507042254224,230.985915492957745776
73.0,68.055555555555556311,231.944444444444443689
74.0,67.123287671232877483,232.876712328767122517
75.0,66.216216216216217011,233.783783783783782989
76.0,65.33333333333333414,234.66666666666666586
77.0,64.473684210526316603,235.526315789473683397
78.0,63.636363636363637168,236.363636363636362832
79.0,62.82051282051282134,237.17948717948717866
80.0,62.025316455696203401,237.974683544303796599
81.0,61.250000000000000859,238.749999999999999141
82.0,60.49382716049382801,239.50617283950617199
83.0,59.756097560975610608,240.243902439024389392
84.0,59.036144578313253875,240.963855421686746125
85.0,58.333333333333334231,241.666666666666665769
86.0,57.647058823529412663,242.352941176470587337
87.0,56.976744186046512519,243.023255813953487481
88.0,56.321839080459771019,243.678160919540228981
89.0,55.681818181818182748,244.318181818181817252
90.0,55.056179775280899812,244.943820224719100188
91.0,54.444444444444445376,245.555555555555554624
92.0,53.846153846153847076,246.153846153846152924
93.0,53.260869565217392236,246.739130434782607764
94.0,52.68817204301075365,247.31182795698924635
95.0,52.127659574468086087,247.872340425531913913
96.0,51.578947368421053613,248.421052631578946387
97.0,51.041666666666667673,248.958333333333332327
98.0,50.515463917525774239,249.484536082474225761
99.0,50.000000000000001044,249.999999999999998956
100.0,49.494949494949495984,250.505050505050504016
101.0,49.000000000000001025,250.999999999999998975
102.0,48.514851485148515915,251.485148514851484085
103.0,48.039215686274510905,251.960784313725489095
104.0,47.572815533980583659,252.427184466019416341
105.0,47.115384615384616527,252.884615384615383473
106.0,46.666666666666667837,253.333333333333332163
107.0,46.22641509433962382,253.77358490566037618
108.0,45.794392523364487172,254.205607476635512828
109.0,45.370370370370371562,254.629629629629628438
110.0,44.954128440366973685,255.045871559633026315
